Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
COL,Alpine,20.0,14.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
GAS,Alpine,9.0,16.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
GAS,Alpine,19.0,19.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
COL,Alpine,20.0,20.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,13.0,6.0,8.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
ALO,Aston Martin,12.0,17.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,1.3333333333333335
STR,Aston Martin,14.0,9.0,2.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,13.0,17.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,2.666666666666667
ALO,Aston Martin,12.0,11.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.666666666666667
STR,Aston Martin,20.0,20.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0
ALO,Aston Martin,13.0,15.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
STR,Aston Martin,19.0,17.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
ALO,Aston Martin,13.0,11.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
STR,Aston Martin,16.0,16.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,17.0,15.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,18.0,16.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,5.0,11.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,8.0,15.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,19.0,15.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,6.0,19.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,10.0,9.0,2.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,6.0,7.0,6.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.6666666666666666
STR,Aston Martin,17.0,17.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.6666666666666665
ALO,Aston Martin,11.0,7.0,6.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,2.6666666666666665
STR,Aston Martin,16.0,14.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,3.3333333333333335
STR,Aston Martin,17.0,7.0,6.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.6666666666666665
ALO,Aston Martin,7.0,9.0,2.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,1.3333333333333335
STR,Aston Martin,16.0,14.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
ALO,Aston Martin,20.0,17.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.6666666666666665
ALO,Aston Martin,5.0,5.0,10.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
STR,Aston Martin,6.0,7.0,6.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.666666666666667
STR,Aston Martin,19.0,7.0,6.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.6666666666666665
ALO,Aston Martin,10.0,8.0,4.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,6.666666666666666
STR,Aston Martin,16.0,18.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,1.9999999999999996
ALO,Aston Martin,8.0,19.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.9999999999999996
ALO,Aston Martin,11.0,15.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-6.0
STR,Aston Martin,14.0,17.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-5.333333333333333
ALO,Aston Martin,10.0,7.0,6.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
STR,Aston Martin,15.0,13.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.6666666666666667
ALO,Aston Martin,10.0,10.0,1.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,2.0
STR,Aston Martin,19.0,12.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,2.3333333333333335
STR,Aston Martin,19.0,14.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
ALO,Aston Martin,14.0,18.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
ALO,Aston Martin,11.0,14.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-2.3333333333333335
STR,Aston Martin,14.0,16.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
ALO,Aston Martin,7.0,11.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
STR,Aston Martin,12.0,18.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,8.0,7.0,6.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,18.0,17.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.0
ALO,Aston Martin,6.0,6.0,8.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,2.0
STR,Aston Martin,15.0,10.0,1.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,4.666666666666667
LEC,Ferrari,7.0,8.0,4.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-1.333333333333334
HAM,Ferrari,8.0,10.0,1.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-0.33333333333333215
LEC,Ferrari,6.0,18.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-7.999999999999999
HAM,Ferrari,5.0,19.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-12.0
LEC,Ferrari,4.0,4.0,12.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-12.0
HAM,Ferrari,8.0,7.0,6.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.666666666666667
LEC,Ferrari,2.0,4.0,12.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,4.333333333333333
HAM,Ferrari,9.0,5.0,10.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,9.666666666666666
LEC,Ferrari,4.0,3.0,15.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,5.333333333333334
HAM,Ferrari,7.0,7.0,6.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,6.333333333333334
LEC,Ferrari,8.0,7.0,6.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.3333333333333339
HAM,Ferrari,12.0,8.0,4.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-0.3333333333333339
HAM,Ferrari,12.0,4.0,12.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-7.000000000000001
LEC,Ferrari,11.0,6.0,8.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-3.000000000000001
LEC,Ferrari,2.0,2.0,18.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-1.0
HAM,Ferrari,7.0,5.0,10.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,7.333333333333333
LEC,Ferrari,7.0,3.0,15.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,4.666666666666667
HAM,Ferrari,5.0,6.0,8.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,6.333333333333334
LEC,Ferrari,8.0,5.0,10.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-1.666666666666666
HAM,Ferrari,5.0,6.0,8.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-1.0
LEC,Ferrari,2.0,3.0,15.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-5.666666666666668
HAM,Ferrari,4.0,4.0,12.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0
HAM,Ferrari,5.0,4.0,12.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,0.6666666666666661
LEC,Ferrari,6.0,14.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,4.333333333333334
LEC,Ferrari,3.0,3.0,15.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-3.0
HAM,Ferrari,18.0,7.0,6.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-2.666666666666666
LEC,Ferrari,1.0,4.0,12.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-6.0
HAM,Ferrari,12.0,12.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,3.0
LEC,Ferrari,6.0,19.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-3.0
HAM,Ferrari,7.0,20.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-3.0
LEC,Ferrari,4.0,4.0,12.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-11.0
HAM,Ferrari,10.0,6.0,8.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-2.0
HAM,Ferrari,12.0,8.0,4.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,2.666666666666667
LEC,Ferrari,10.0,9.0,2.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,8.0
LEC,Ferrari,7.0,6.0,8.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.666666666666667
HAM,Ferrari,6.0,8.0,4.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-2.0
LEC,Ferrari,3.0,3.0,15.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-3.333333333333333
HAM,Ferrari,5.0,4.0,12.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,4.333333333333333
LEC,Ferrari,2.0,2.0,18.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,5.666666666666667
HAM,Ferrari,3.0,8.0,4.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,10.333333333333332
HAM,Ferrari,13.0,18.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,2.333333333333334
LEC,Ferrari,3.0,19.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-3.000000000000001
LEC,Ferrari,9.0,4.0,12.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-13.666666666666666
HAM,Ferrari,19.0,8.0,4.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-7.333333333333334
LEC,Ferrari,10.0,8.0,4.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-2.0
HAM,Ferrari,17.0,12.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,5.333333333333334
LEC,Ferrari,5.0,4.0,12.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
HAM,Ferrari,16.0,8.0,4.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.0
OCO,Haas F1 Team,19.0,13.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
BEA,Haas F1 Team,20.0,14.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.6666666666666666
OCO,Haas F1 Team,11.0,5.0,10.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-2.0
BEA,Haas F1 Team,17.0,8.0,4.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,2.0
BEA,Haas F1 Team,10.0,10.0,1.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,3.333333333333334
OCO,Haas F1 Team,18.0,18.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,5.0
OCO,Haas F1 Team,14.0,8.0,4.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
BEA,Haas F1 Team,20.0,10.0,1.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-3.0
BEA,Haas F1 Team,15.0,13.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-3.333333333333333
OCO,Haas F1 Team,19.0,14.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
OCO,Haas F1 Team,9.0,12.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
BEA,Haas F1 Team,19.0,19.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
BEA,Haas F1 Team,19.0,17.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
OCO,Haas F1 Team,18.0,20.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
OCO,Haas F1 Team,8.0,7.0,6.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
BEA,Haas F1 Team,20.0,12.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,2.0
OCO,Haas F1 Team,16.0,16.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,2.0
BEA,Haas F1 Team,14.0,17.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,2.0
OCO,Haas F1 Team,14.0,9.0,2.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-2.0
BEA,Haas F1 Team,13.0,11.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
OCO,Haas F1 Team,17.0,10.0,1.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
BEA,Haas F1 Team,15.0,11.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,1.0
BEA,Haas F1 Team,18.0,11.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
OCO,Haas F1 Team,14.0,13.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BEA,Haas F1 Team,12.0,11.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.0
OCO,Haas F1 Team,11.0,15.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
OCO,Haas F1 Team,17.0,16.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
BEA,Haas F1 Team,11.0,20.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
BEA,Haas F1 Team,20.0,6.0,8.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
OCO,Haas F1 Team,18.0,10.0,1.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.6666666666666665
BEA,Haas F1 Team,11.0,12.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,3.0
OCO,Haas F1 Team,15.0,15.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,3.0
BEA,Haas F1 Team,15.0,12.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-2.333333333333333
OCO,Haas F1 Team,20.0,14.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-3.0
BEA,Haas F1 Team,9.0,9.0,2.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-3.0
OCO,Haas F1 Team,17.0,18.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.3333333333333333
BEA,Haas F1 Team,8.0,9.0,2.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,0.6666666666666666
OCO,Haas F1 Team,17.0,15.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,1.3333333333333333
BEA,Haas F1 Team,9.0,4.0,12.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.0
OCO,Haas F1 Team,11.0,9.0,2.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,4.0
BEA,Haas F1 Team,8.0,6.0,8.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,3.333333333333334
OCO,Haas F1 Team,20.0,12.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,6.666666666666666
OCO,Haas F1 Team,13.0,9.0,2.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
BEA,Haas F1 Team,14.0,10.0,1.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
OCO,Haas F1 Team,16.0,15.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-6.333333333333333
BEA,Haas F1 Team,13.0,19.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-2.3333333333333335
OCO,Haas F1 Team,8.0,7.0,6.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-3.0
BEA,Haas F1 Team,11.0,12.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.0
HUL,Kick Sauber,17.0,7.0,6.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
BOR,Kick Sauber,15.0,16.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.6666666666666667
BOR,Kick Sauber,19.0,14.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.6666666666666667
HUL,Kick Sauber,12.0,15.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,2.0
HUL,Kick Sauber,16.0,16.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0
BOR,Kick Sauber,17.0,19.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0
BOR,Kick Sauber,18.0,18.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-2.0
HUL,Kick Sauber,16.0,20.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
HUL,Kick Sauber,18.0,15.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
BOR,Kick Sauber,20.0,18.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
HUL,Kick Sauber,16.0,14.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.0
BOR,Kick Sauber,13.0,18.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.0
HUL,Kick Sauber,17.0,12.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
BOR,Kick Sauber,14.0,18.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
BOR,Kick Sauber,16.0,14.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
HUL,Kick Sauber,13.0,16.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
HUL,Kick Sauber,15.0,5.0,10.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
BOR,Kick Sauber,12.0,12.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,3.3333333333333335
HUL,Kick Sauber,11.0,8.0,4.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,3.3333333333333335
BOR,Kick Sauber,15.0,14.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,4.666666666666667
BOR,Kick Sauber,8.0,8.0,4.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-2.0
HUL,Kick Sauber,20.0,9.0,2.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.666666666666667
HUL,Kick Sauber,19.0,3.0,15.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-2.666666666666667
BOR,Kick Sauber,16.0,18.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,5.666666666666667
BOR,Kick Sauber,10.0,9.0,2.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,3.0000000000000004
HUL,Kick Sauber,14.0,12.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,3.666666666666667
BOR,Kick Sauber,7.0,6.0,8.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-6.333333333333333
HUL,Kick Sauber,18.0,13.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-2.3333333333333335
HUL,Kick Sauber,17.0,14.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-3.0000000000000004
BOR,Kick Sauber,13.0,15.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.0
BOR,Kick Sauber,7.0,8.0,4.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
HUL,Kick Sauber,12.0,20.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
BOR,Kick Sauber,13.0,11.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
HUL,Kick Sauber,17.0,16.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,1.3333333333333333
BOR,Kick Sauber,14.0,17.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
HUL,Kick Sauber,11.0,20.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
HUL,Kick Sauber,11.0,8.0,4.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
BOR,Kick Sauber,16.0,18.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,1.3333333333333333
BOR,Kick Sauber,16.0,10.0,1.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,1.3333333333333333
HUL,Kick Sauber,13.0,19.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,1.6666666666666667
HUL,Kick Sauber,10.0,9.0,2.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-1.0
BOR,Kick Sauber,18.0,20.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.33333333333333326
HUL,Kick Sauber,11.0,7.0,6.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.0
BOR,Kick Sauber,18.0,17.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,2.333333333333333
BOR,Kick Sauber,19.0,13.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,1.0
HUL,Kick Sauber,11.0,20.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,1.3333333333333335
HUL,Kick Sauber,18.0,9.0,2.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
BOR,Kick Sauber,7.0,11.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
NOR,McLaren,1.0,1.0,25.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-0.6666666666666661
PIA,McLaren,2.0,9.0,2.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,9.333333333333332
PIA,McLaren,1.0,1.0,25.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-4.666666666666666
NOR,McLaren,3.0,2.0,18.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,7.999999999999998
NOR,McLaren,2.0,2.0,18.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0
PIA,McLaren,3.0,3.0,15.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,10.999999999999998
PIA,McLaren,1.0,1.0,25.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-0.33333333333333215
NOR,McLaren,6.0,3.0,15.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,4.333333333333332
PIA,McLaren,2.0,1.0,25.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-2.0
NOR,McLaren,10.0,4.0,12.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,4.666666666666668
PIA,McLaren,4.0,1.0,25.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-2.0
NOR,McLaren,2.0,2.0,18.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,2.3333333333333357
NOR,McLaren,4.0,2.0,18.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-3.3333333333333357
PIA,McLaren,1.0,3.0,15.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,3.0
NOR,McLaren,1.0,1.0,25.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-3.666666666666668
PIA,McLaren,3.0,3.0,15.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,1.0
PIA,McLaren,1.0,1.0,25.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-2.0
NOR,McLaren,2.0,2.0,18.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,4.666666666666668
PIA,McLaren,3.0,4.0,12.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
NOR,McLaren,7.0,18.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
NOR,McLaren,1.0,1.0,25.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-11.666666666666668
PIA,McLaren,3.0,2.0,18.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-6.999999999999998
