Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum,Podium,Win,DNF,DriverForm3,DriverForm5,QualifyingForm3,QualifyingForm5,AverageFinish,AverageGrid,GridGain,AverageGridGain,PodiumRate,WinRate,PointsMomentum,TeamForm,CircuitHistory,DNFRisk,Consistency,Experience,FrontRow,TopFive,TeamGridInteraction
PIA,McLaren,3.0,2.0,18.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-1.666666666666666,1,0,0,9.0,7.4,3.3333333333333335,4.6,6.695652173913044,5.956521739130435,1.0,-2.8,0.5333333333333333,0.2,9.6,9.6,8.0,0.0,7.162401831787994,69.0,0,1,2.4
RUS,Mercedes,4.0,3.0,15.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-11.0,1,0,0,3.3333333333333335,3.8,2.6666666666666665,3.0,8.4,7.588888888888889,1.0,-0.8,0.2,0.13333333333333333,13.8,10.2,12.666666666666666,0.0,1.6431676725155056,90.0,0,1,2.04
RUS,Mercedes,2.0,3.0,15.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,4.333333333333334,1,0,0,4.0,3.4,3.6666666666666665,2.8,8.340659340659341,7.549450549450549,-1.0,-0.6,0.26666666666666666,0.13333333333333333,14.8,11.6,6.0,0.0,1.5165750888103189,91.0,1,1,3.8666666666666667
RUS,Mercedes,5.0,5.0,10.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.6666666666666679,0,0,0,3.6666666666666665,3.2,4.0,2.8,8.282608695652174,7.489130434782608,0.0,-0.4,0.26666666666666666,0.06666666666666667,15.4,11.0,7.333333333333333,0.0,1.483239697419142,92.0,0,1,1.8333333333333333
RUS,Mercedes,3.0,2.0,18.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-5.333333333333334,1,0,0,3.6666666666666665,4.0,3.6666666666666665,3.6,8.24731182795699,7.462365591397849,1.0,-0.4,0.26666666666666666,0.06666666666666667,12.4,10.0,7.5,0.0,1.0000000000000109,93.0,0,1,2.5
RUS,Mercedes,3.0,5.0,10.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-2.333333333333334,0,0,0,3.3333333333333335,3.6,3.3333333333333335,4.0,8.180851063829786,7.414893617021277,-2.0,0.4,0.3333333333333333,0.06666666666666667,13.6,11.6,8.5,0.0,1.341640786499883,94.0,0,1,2.9
RUS,Mercedes,5.0,3.0,15.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-6.0,1,0,0,4.0,3.6,3.6666666666666665,3.4,8.147368421052631,7.368421052631579,2.0,-0.2,0.3333333333333333,0.06666666666666667,13.6,13.6,10.5,0.0,1.341640786499883,95.0,0,1,2.2666666666666666
RUS,Mercedes,3.0,7.0,6.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,1.0,0,0,0,3.3333333333333335,3.6,3.6666666666666665,3.6,8.09375,7.34375,-4.0,0.0,0.4,0.06666666666666667,13.6,13.6,10.0,0.0,1.341640786499883,96.0,0,1,3.4
RUS,Mercedes,14.0,11.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-6.333333333333333,0,0,0,5.0,4.4,3.6666666666666665,3.8,8.082474226804123,7.298969072164948,3.0,-0.6,0.4,0.06666666666666667,11.8,11.8,5.0,0.0,1.9493588689617976,97.0,0,0,0.7866666666666667
RUS,Mercedes,4.0,4.0,12.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-9.666666666666666,0,0,0,7.0,5.6,7.333333333333333,5.6,8.112244897959183,7.36734693877551,0.0,0.0,0.3333333333333333,0.06666666666666667,9.8,9.8,6.0,0.0,3.5777087639996648,98.0,0,1,1.9600000000000002
RUS,Mercedes,1.0,1.0,25.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.0,1,1,0,7.333333333333333,6.0,7.0,5.8,8.070707070707071,7.333333333333333,0.0,-0.2,0.3333333333333333,0.06666666666666667,8.6,8.6,8.666666666666666,0.0,3.1622776601683804,99.0,1,1,4.3
RUS,Mercedes,5.0,5.0,10.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,9.333333333333334,0,0,0,5.333333333333333,5.2,6.333333333333333,5.4,8.0,7.27,0.0,0.2,0.4,0.13333333333333333,11.6,11.6,8.4,0.0,3.898717737923587,100.0,0,1,1.9333333333333333
RUS,Mercedes,4.0,10.0,1.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-4.0,0,0,0,3.3333333333333335,5.6,3.3333333333333335,5.4,7.97029702970297,7.247524752475248,-6.0,-0.2,0.4,0.13333333333333333,10.6,10.6,13.5,0.0,3.7148351242013433,101.0,0,1,2.12
RUS,Mercedes,6.0,5.0,10.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-16.333333333333336,0,0,0,5.333333333333333,6.2,3.3333333333333335,5.6,7.990196078431373,7.215686274509804,1.0,-0.6,0.4,0.13333333333333333,9.6,9.6,8.0,0.0,4.207136793592527,102.0,0,0,1.3714285714285714
RUS,Mercedes,4.0,3.0,15.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.333333333333333,1,0,0,6.666666666666667,5.0,5.0,4.0,7.961165048543689,7.203883495145631,1.0,-1.0,0.3333333333333333,0.06666666666666667,11.6,11.6,6.25,0.0,3.2403703492039324,103.0,0,1,2.32
RUS,Mercedes,5.0,4.0,12.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,1.6666666666666663,0,0,0,6.0,4.8,4.666666666666667,4.0,7.913461538461538,7.173076923076923,1.0,-0.8,0.4,0.06666666666666667,12.2,12.2,10.75,0.0,3.3466401061363045,104.0,0,1,2.033333333333333
RUS,Mercedes,5.0,5.0,10.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-4.000000000000001,0,0,0,4.0,5.4,5.0,4.8,7.876190476190477,7.152380952380953,0.0,-0.6,0.4,0.06666666666666667,9.6,9.6,6.0,0.0,2.7018512172212614,105.0,0,1,1.5999999999999999
RUS,Mercedes,5.0,2.0,18.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-5.333333333333334,1,0,0,4.0,5.4,4.666666666666667,4.8,7.849056603773585,7.132075471698113,3.0,-0.6,0.3333333333333333,0.06666666666666667,9.6,9.6,7.75,0.0,2.7018512172212614,106.0,0,1,1.5999999999999999
RUS,Mercedes,1.0,1.0,25.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,3.333333333333333,1,1,0,3.6666666666666665,3.8,5.0,5.0,7.794392523364486,7.11214953271028,0.0,1.2,0.3333333333333333,0.06666666666666667,13.0,13.0,11.333333333333334,0.0,1.3038404810405384,107.0,1,1,6.5
RUS,Mercedes,4.0,6.0,8.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,5.666666666666666,0,0,0,2.6666666666666665,3.0,3.6666666666666665,4.0,7.731481481481482,7.055555555555555,-2.0,1.0,0.4,0.13333333333333333,16.0,16.0,7.5,0.0,1.5811388300841986,108.0,0,1,3.2
RUS,Mercedes,4.0,7.0,6.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-10.333333333333332,0,0,0,3.0,3.6,3.3333333333333335,4.0,7.715596330275229,7.027522935779817,-3.0,0.4,0.3333333333333333,0.13333333333333333,14.6,14.6,7.75,0.0,2.0736441353327777,109.0,0,1,2.92
RUS,Mercedes,6.0,4.0,12.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,4.666666666666666,0,0,0,4.666666666666667,4.2,3.0,3.8,7.709090909090909,7.0,2.0,-0.4,0.3333333333333333,0.13333333333333333,13.4,13.4,8.25,0.0,2.588435821108961,110.0,0,0,1.9142857142857144
RUS,Mercedes,4.0,2.0,18.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,6.666666666666667,1,0,0,5.666666666666667,4.0,4.666666666666667,4.0,7.675675675675675,6.990990990990991,2.0,0.0,0.26666666666666666,0.13333333333333333,13.8,13.8,4.5,0.0,2.5495097567963967,111.0,0,1,2.7600000000000002
RUS,Mercedes,4.0,6.0,8.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.333333333333334,0,0,0,4.333333333333333,4.0,4.666666666666667,3.8,7.625,6.964285714285714,-2.0,-0.2,0.3333333333333333,0.13333333333333333,13.8,13.8,8.333333333333334,0.0,2.5495097567963967,112.0,0,1,2.7600000000000002
RUS,Mercedes,4.0,5.0,10.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-5.0,0,0,0,4.0,5.0,4.666666666666667,4.4,7.610619469026549,6.938053097345133,-1.0,-0.6,0.3333333333333333,0.13333333333333333,10.4,10.4,7.75,0.0,2.0000000000000036,113.0,0,1,2.08
SAI,Williams,10.0,18.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,3.333333333333333,0,0,0,3.6666666666666665,5.6,4.0,6.6,6.876404494382022,6.022471910112359,-8.0,1.0,0.3333333333333333,0.06666666666666667,13.2,0.0,11.0,0.0,6.107372593840986,89.0,0,0,0.0
SAI,Williams,15.0,10.0,1.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,5.333333333333333,0,0,0,8.666666666666666,9.0,6.666666666666667,8.4,7.0,6.066666666666666,5.0,-0.6,0.3333333333333333,0.06666666666666667,8.2,0.0,5.0,0.0,7.483314773547883,90.0,0,0,0.0
SAI,Williams,15.0,14.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.3333333333333335,0,0,0,10.0,7.8,9.333333333333334,7.4,7.032967032967033,6.164835164835165,1.0,-0.4,0.26666666666666666,0.06666666666666667,8.4,0.2,9.333333333333334,0.0,6.496152707564685,91.0,0,0,0.0125
SAI,Williams,8.0,19.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-1.666666666666667,0,0,0,14.0,10.0,13.333333333333334,10.0,7.108695652173913,6.260869565217392,-11.0,0.0,0.26666666666666666,0.06666666666666667,5.4,0.2,4.25,0.0,6.324555320336759,92.0,0,0,0.022222222222222223
SAI,Williams,6.0,8.0,4.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-3.0,0,0,0,14.333333333333334,12.6,12.666666666666666,10.2,7.236559139784946,6.279569892473118,-2.0,-2.4,0.26666666666666666,0.06666666666666667,3.8,0.2,5.666666666666667,0.0,6.913754406977444,93.0,0,0,0.028571428571428574
SAI,Williams,6.0,9.0,2.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,5.333333333333333,0,0,0,13.666666666666666,13.8,9.666666666666666,10.8,7.24468085106383,6.276595744680851,-3.0,-3.0,0.26666666666666666,0.06666666666666667,1.0,1.0,10.5,0.0,4.816637831516921,94.0,0,0,0.14285714285714285
SAI,Williams,6.0,8.0,4.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,5.333333333333333,0,0,0,12.0,12.0,6.666666666666667,10.0,7.2631578947368425,6.273684210526316,-2.0,-2.0,0.26666666666666666,0.06666666666666667,1.4,1.4,10.0,0.0,4.52769256906871,95.0,0,0,0.19999999999999998
SAI,Williams,11.0,10.0,1.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.6666666666666661,0,0,0,8.333333333333334,11.6,6.0,8.2,7.270833333333333,6.270833333333333,1.0,-3.4,0.26666666666666666,0.06666666666666667,2.0,2.0,4.333333333333333,0.0,4.827007354458869,96.0,0,0,0.16666666666666666
SAI,Williams,17.0,14.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-5.0,0,0,0,9.0,10.8,7.666666666666667,7.4,7.298969072164948,6.319587628865979,3.0,-3.4,0.26666666666666666,0.06666666666666667,2.2,2.2,5.5,0.0,4.658325879540848,97.0,0,0,0.12222222222222223
SAI,Williams,16.0,10.0,1.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-5.0,0,0,0,10.666666666666666,9.8,11.333333333333334,9.2,7.36734693877551,6.428571428571429,6.0,-0.6,0.26666666666666666,0.06666666666666667,2.2,2.2,7.666666666666667,0.0,2.4899799195977472,98.0,0,0,0.12941176470588237
SAI,Williams,19.0,20.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,11.333333333333334,10.2,14.666666666666666,11.2,7.393939393939394,6.525252525252525,-1.0,1.0,0.2,0.06666666666666667,1.6,1.6,7.6,0.0,2.2803508501982774,99.0,0,0,0.08
SAI,Williams,9.0,12.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,1.0,0,0,0,14.666666666666666,12.4,17.333333333333332,13.8,7.52,6.65,-3.0,1.4,0.13333333333333333,0.0,1.2,1.2,5.5,0.0,4.774934554525331,100.0,0,0,0.12
SAI,Williams,17.0,18.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,4.0,0,0,0,14.0,13.2,14.666666666666666,14.4,7.564356435643564,6.673267326732673,-1.0,1.2,0.13333333333333333,0.0,0.4,0.4,9.5,0.0,4.147288270665547,101.0,0,0,0.022222222222222223
SAI,Williams,13.0,14.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333333,0,0,0,16.666666666666668,14.8,15.0,15.6,7.666666666666667,6.7745098039215685,-1.0,0.8,0.06666666666666667,0.0,0.2,0.2,5.25,0.0,4.147288270665549,102.0,0,0,0.014285714285714287
SAI,Williams,9.0,13.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.666666666666667,0,0,0,14.666666666666666,14.8,13.0,14.8,7.728155339805825,6.834951456310679,-4.0,0.0,0.06666666666666667,0.0,0.2,0.2,6.25,0.0,4.147288270665549,103.0,0,0,0.02
SAI,Williams,13.0,11.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,5.333333333333333,0,0,0,15.0,15.4,13.0,13.4,7.778846153846154,6.855769230769231,2.0,-2.0,0.0,0.0,0.0,0.0,4.25,0.0,3.4351128074635398,104.0,0,0,0.0
SAI,Williams,2.0,3.0,15.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.3333333333333337,1,0,0,12.666666666666666,13.6,11.666666666666666,12.2,7.809523809523809,6.914285714285715,-1.0,-1.4,0.0,0.0,0.0,0.0,12.75,0.0,2.7018512172212645,105.0,1,1,0.0
SAI,Williams,18.0,10.0,1.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.333333333333333,0,0,0,9.0,11.8,8.0,10.8,7.764150943396227,6.867924528301887,8.0,-1.0,0.06666666666666667,0.0,3.0,3.0,3.6666666666666665,0.0,5.540758070878029,106.0,0,0,0.15789473684210525
SAI,Williams,9.0,20.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-4.666666666666667,0,0,0,8.0,10.2,11.0,11.0,7.785046728971962,6.97196261682243,-11.0,0.8,0.06666666666666667,0.0,3.2,3.2,8.0,0.0,4.324349662087932,107.0,0,0,0.32
SAI,Williams,12.0,17.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.3333333333333333,0,0,0,11.0,11.4,9.666666666666666,10.2,7.898148148148148,6.9907407407407405,-5.0,-1.2,0.06666666666666667,0.0,3.2,3.2,4.0,0.0,6.1073725938409895,108.0,0,0,0.24615384615384617
SAI,Williams,15.0,13.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,15.666666666666666,12.2,13.0,10.8,7.981651376146789,7.036697247706422,2.0,-1.4,0.06666666666666667,0.0,3.2,3.2,7.75,0.0,6.610597552415365,109.0,0,0,0.2
SAI,Williams,3.0,5.0,10.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,16.666666666666668,12.6,12.0,11.2,8.027272727272727,7.109090909090909,-2.0,-1.4,0.06666666666666667,0.0,3.2,3.2,4.5,0.0,6.580273550544842,110.0,0,1,0.8
SAI,Williams,7.0,3.0,15.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,3.333333333333333,1,0,0,11.666666666666666,13.0,10.0,11.4,8.0,7.072072072072072,4.0,-1.6,0.06666666666666667,0.0,2.2,2.2,11.0,0.0,5.873670062235367,111.0,0,0,0.275
SAI,Williams,12.0,13.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.6666666666666663,0,0,0,7.0,11.6,8.333333333333334,9.2,7.955357142857143,7.071428571428571,-1.0,-2.4,0.13333333333333333,0.0,5.0,5.0,6.75,0.0,7.4027022093287,112.0,0,0,0.38461538461538464
STR,Aston Martin,13.0,6.0,8.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-1.3333333333333337,0,0,0,15.666666666666666,15.4,15.333333333333334,14.0,12.07865168539326,12.887640449438202,7.0,-1.4,0.0,0.0,0.0,2.8,7.333333333333333,0.0,3.209361307176242,89.0,0,0,0.19999999999999998
STR,Aston Martin,14.0,9.0,2.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,12.666666666666666,14.4,13.666666666666666,13.8,12.011111111111111,12.88888888888889,5.0,-0.6,0.0,0.0,1.6,4.4,15.0,0.0,5.128352561983234,90.0,0,0,0.29333333333333333
STR,Aston Martin,20.0,20.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0,0,0,0,9.666666666666666,12.4,13.333333333333334,14.6,11.978021978021978,12.901098901098901,0.0,2.2,0.0,0.0,2.0,4.8,14.0,0.0,4.827007354458868,91.0,0,0,0.22857142857142856
STR,Aston Martin,19.0,17.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-0.6666666666666666,0,0,0,11.666666666666666,13.4,15.666666666666666,15.0,12.065217391304348,12.978260869565217,2.0,1.6,0.0,0.0,2.0,4.8,9.5,0.0,5.89915248150105,92.0,0,0,0.24
STR,Aston Martin,16.0,16.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,15.333333333333334,13.2,17.666666666666668,15.8,12.118279569892474,13.043010752688172,0.0,2.6,0.0,0.0,2.0,3.6,15.75,0.0,5.718391382198319,93.0,0,0,0.21176470588235294
STR,Aston Martin,18.0,16.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,17.666666666666668,13.6,18.333333333333332,16.4,12.159574468085106,13.074468085106384,2.0,2.8,0.0,0.0,2.0,2.0,10.5,0.0,5.856620185738528,94.0,0,0,0.10526315789473684
STR,Aston Martin,8.0,15.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,16.333333333333332,15.6,17.666666666666668,17.4,12.2,13.126315789473685,-7.0,1.8,0.0,0.0,0.4,0.4,9.0,0.0,4.037325847637269,95.0,0,0,0.044444444444444446
STR,Aston Martin,19.0,15.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,15.666666666666666,16.8,14.0,16.2,12.229166666666666,13.072916666666666,4.0,-0.6,0.0,0.0,0.0,0.0,16.0,0.0,1.9235384061671321,96.0,0,0,0.0
STR,Aston Martin,17.0,17.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.6666666666666665,0,0,0,15.333333333333334,15.8,15.0,16.0,12.257731958762887,13.1340206185567,0.0,0.2,0.0,0.0,0.0,0.0,8.666666666666666,0.0,0.8366600265340709,97.0,0,0,0.0
STR,Aston Martin,16.0,14.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,3.333333333333333,0,0,0,15.666666666666666,15.8,14.666666666666666,15.6,12.306122448979592,13.173469387755102,2.0,-0.2,0.0,0.0,0.0,0.0,11.2,0.0,0.8366600265340709,98.0,0,0,0.0
STR,Aston Martin,17.0,7.0,6.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.6666666666666665,0,0,0,15.333333333333334,15.4,17.333333333333332,15.6,12.323232323232324,13.202020202020202,10.0,0.2,0.0,0.0,0.0,0.0,10.0,0.0,1.1401754250991345,99.0,0,0,0.0
STR,Aston Martin,16.0,14.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.3333333333333337,0,0,0,12.666666666666666,13.6,16.666666666666668,15.4,12.27,13.24,2.0,1.8,0.0,0.0,1.2,1.2,12.75,0.0,3.847076812334268,100.0,0,0,0.07058823529411765
STR,Aston Martin,6.0,7.0,6.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.666666666666667,0,0,0,11.666666666666666,13.4,16.333333333333332,17.0,12.287128712871286,13.267326732673267,-1.0,3.6,0.0,0.0,1.2,1.2,12.5,0.0,3.7815340802378064,101.0,0,0,0.17142857142857143
STR,Aston Martin,19.0,7.0,6.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.6666666666666665,0,0,0,9.333333333333334,11.8,13.0,14.4,12.235294117647058,13.196078431372548,12.0,2.6,0.0,0.0,2.4,2.4,11.5,0.0,4.54972526643093,102.0,0,0,0.12
STR,Aston Martin,16.0,18.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,2.0,0,0,0,9.333333333333334,9.8,13.666666666666666,14.8,12.184466019417476,13.25242718446602,-2.0,5.0,0.0,0.0,3.6,3.6,15.0,0.0,3.8340579025361623,103.0,0,0,0.21176470588235294
STR,Aston Martin,14.0,17.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-5.333333333333333,0,0,0,10.666666666666666,10.6,13.666666666666666,14.8,12.240384615384615,13.278846153846153,-3.0,4.2,0.0,0.0,3.6,3.6,15.25,0.0,5.128352561983234,104.0,0,0,0.24000000000000002
STR,Aston Martin,15.0,13.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.6666666666666667,0,0,0,14.0,12.6,16.333333333333332,14.2,12.285714285714286,13.285714285714286,2.0,1.6,0.0,0.0,2.4,2.4,10.0,0.0,5.319774431308154,105.0,0,0,0.15
STR,Aston Martin,19.0,12.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,2.333333333333333,0,0,0,16.0,12.4,15.0,14.0,12.29245283018868,13.30188679245283,7.0,1.6,0.0,0.0,2.4,2.4,13.0,0.0,5.272570530585627,106.0,0,0,0.12
STR,Aston Martin,19.0,14.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-1.6666666666666667,0,0,0,14.0,13.4,16.0,16.6,12.289719626168225,13.355140186915888,5.0,3.2,0.0,0.0,1.2,1.2,14.25,0.0,4.393176527297759,107.0,0,0,0.06
STR,Aston Martin,14.0,16.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.3333333333333333,0,0,0,13.0,14.8,17.666666666666668,16.6,12.305555555555555,13.407407407407407,-2.0,1.8,0.0,0.0,0.0,0.0,13.5,0.0,2.5884358211089564,108.0,0,0,0.0
STR,Aston Martin,12.0,18.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,14.0,14.4,17.333333333333332,16.2,12.339449541284404,13.412844036697248,-6.0,1.8,0.0,0.0,0.0,0.0,10.0,0.0,2.0736441353327715,109.0,0,0,0.0
STR,Aston Martin,18.0,17.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.0,0,0,0,16.0,14.6,15.0,15.8,12.39090909090909,13.4,1.0,1.2,0.0,0.0,0.0,0.0,11.666666666666666,0.0,2.4083189157584584,110.0,0,0,0.0
STR,Aston Martin,15.0,10.0,1.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,4.666666666666667,0,0,0,17.0,15.4,14.666666666666666,16.4,12.432432432432432,13.441441441441441,5.0,1.0,0.0,0.0,0.0,0.0,11.25,0.0,2.4083189157584584,111.0,0,0,0.0
TSU,Racing Bulls,5.0,12.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,11.333333333333334,12.2,10.666666666666666,9.2,13.522222222222222,12.133333333333333,-7.0,-3.0,0.0,0.0,1.6,1.6,10.666666666666666,0.0,4.96990945591567,90.0,0,1,0.26666666666666666
TSU,Racing Bulls,9.0,16.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,12.333333333333334,10.6,10.0,8.0,13.505494505494505,12.054945054945055,-7.0,-2.6,0.0,0.0,1.6,1.6,19.0,0.0,2.5099800796022245,91.0,0,0,0.16
TSU,Red Bull Racing,14.0,12.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,6.333333333333334,0,0,0,13.333333333333334,12.4,8.333333333333334,9.2,13.532608695652174,12.021739130434783,2.0,-3.2,0.0,0.0,0.4,8.6,11.666666666666666,0.0,2.5099800796022245,92.0,0,0,0.5733333333333334
TSU,Red Bull Racing,10.0,9.0,2.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,7.0,0,0,0,13.333333333333334,13.0,9.333333333333334,10.6,13.516129032258064,12.043010752688172,1.0,-2.4,0.0,0.0,0.0,6.6,10.5,0.0,1.732050807568874,93.0,0,0,0.6
TSU,Red Bull Racing,8.0,19.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,1.0,0,0,0,12.333333333333334,12.2,11.0,9.8,13.46808510638298,12.02127659574468,-11.0,-2.4,0.0,0.0,0.4,2.0,14.75,0.0,2.489979919597744,94.0,0,0,0.2222222222222222
TSU,Red Bull Racing,10.0,10.0,1.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,6.666666666666666,0,0,0,13.333333333333334,13.6,10.666666666666666,9.2,13.526315789473685,11.978947368421053,0.0,-4.4,0.0,0.0,0.4,0.4,10.5,0.0,3.911521443121588,95.0,0,0,0.03636363636363637
TSU,Red Bull Racing,20.0,10.0,1.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,5.999999999999999,0,0,0,12.666666666666666,13.2,9.333333333333334,10.2,13.489583333333334,11.958333333333334,10.0,-3.0,0.0,0.0,0.6,0.6,9.666666666666666,0.0,4.207136793592524,96.0,0,0,0.02857142857142857
TSU,Red Bull Racing,12.0,17.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,8.333333333333332,0,0,0,13.0,12.0,12.666666666666666,12.4,13.45360824742268,12.041237113402062,-5.0,0.4,0.0,0.0,0.8,0.8,13.333333333333334,0.0,4.062019202317979,97.0,0,0,0.06153846153846154
TSU,Red Bull Racing,19.0,13.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-4.666666666666667,0,0,0,12.333333333333334,13.0,14.0,12.0,13.489795918367347,12.040816326530612,6.0,-1.0,0.0,0.0,0.8,0.8,15.25,0.0,4.63680924774785,98.0,0,0,0.04
TSU,Red Bull Racing,18.0,12.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.0,0,0,0,13.333333333333334,13.8,17.0,13.8,13.484848484848484,12.11111111111111,6.0,0.0,0.0,0.0,0.4,0.4,15.333333333333334,0.0,4.086563348340508,99.0,0,0,0.021052631578947368
